Geo Point,Geo Shape,SCHULSTAND,SCHULTYP,NAME,VORNAME_K,NACHNAME_K,FUNKTION,WEBSEITE,STRASSE,HAUSNUMMER,PLZ,ORTSCHAFT,TELEFON,FAX,WWW_LINK,EMAIL,PDF_REPORT,GEOMETRIE,lat,long,q_rating,w_rating,v_rating
"47.5789011935,7.58945904384","{""type"": ""Point"", ""coordinates"": [7.589459043843714, 47.578901193509935]}",Insel,Tagesstruktur,TS Ackermätteli,,,Leitung Tagesstruktur,,Rastatterstrasse,32,4057,Basel,+41 61 208 53 03,,,marie-therese.scherer@bs.ch,Bauprojekt_Schulraum_653.pdf,2611348.388000/1269811.050000,47.5789011935,7.58945904384,0.0,0.0,0
"47.5560731464,7.5912326671","{""type"": ""Point"", ""coordinates"": [7.591232667101702, 47.55607314636817]}",Münsterplatz,Tagesstruktur,Mensa Gym Münsterplatz,,,,,Münsterplatz,14,4051,Basel,,,,,,2611486.737000/1267273.080000,47.5560731464,7.5912326671,0.0,0.1,0
"47.5684244231,7.59273751371","{""type"": ""Point"", ""coordinates"": [7.592737513705871, 47.568424423061025]}",Bläsi,Tagesstruktur,TS Bläsi,,,Leitung Tagesstruktur,,Bläsiring,112,4057,Basel,+41 79 897 33 61,,,blaesi@+robi-spiel-aktionen.ch,,2611597.321000/1268646.623000,47.5684244231,7.59273751371,0.4,0.9,0
"47.5639165056,7.57091391936","{""type"": ""Point"", ""coordinates"": [7.570913919361181, 47.56391650555177]}",Isaak Iselin,Tagesstruktur,TS Isaak Iselin,,,Leitung Tagesstruktur,,Burgfelderstrasse,48b,4055,Basel,+41 79 964 84 19,,,j.staempfli@robi-spiel-aktionen.ch,,2609955.926000/1268142.413000,47.5639165056,7.57091391936,0.1,0.8999999999999999,2
"47.5432980564,7.58701064347","{""type"": ""Point"", ""coordinates"": [7.587010643474795, 47.54329805637355]}",Margarethen,Tagesstruktur,TS Gundeldingen,,,Leitung Tagesstruktur,,Sempacherstrasse,60,4053,Basel,+41 61 208 54 48,,,nicole.fuchs@bs.ch,,2611171.625000/1265852.034000,47.5432980564,7.58701064347,0.1,0.2,0
"47.5691117435,7.58005193383","{""type"": ""Point"", ""coordinates"": [7.580051933832939, 47.5691117434708]}",Volta,Tagesstruktur,TS Volta,,,Leitung Tagesstruktur,,Elsässerstrasse,34,4056,Basel,+41 61 322 45 93,,,rn@stadtmission-bs.ch,,2610642.589000/1268721.258000,47.5691117435,7.58005193383,0.1,1.3,1
"47.5540170794,7.58657214795","{""type"": ""Point"", ""coordinates"": [7.586572147949578, 47.554017079405604]}",Leonhard,Tagesstruktur,Mensa Gym Leonhard,,,,,Kanonengasse,10,4051,Basel,,,,,,2611136.378000/1267043.801000,47.5540170794,7.58657214795,0.0,0.8,0
"47.5497719406,7.59147818542","{""type"": ""Point"", ""coordinates"": [7.591478185417914, 47.54977194060077]}",De Wette,Tagesstruktur,TS DeWette,,,Leitung Tagesstruktur,,De Wette-Strasse,7,4051,Basel,+41 79 274 34 74,,,martin.pedersen@bs.ch,,2611506.574000/1266572.495000,47.5497719406,7.59147818542,0.3,0.3,0
"47.550357622,7.5922381241","{""type"": ""Point"", ""coordinates"": [7.592238124104408, 47.55035762204599]}",Kirschgarten,Tagesstruktur,Mensa Gym Kirschgarten,,,,,Hermann Kinkelin-Strasse,12,4051,Basel,,,,,,2611563.653000/1266637.727000,47.550357622,7.5922381241,0.2,0.9,0
"47.5477154663,7.56909159301","{""type"": ""Point"", ""coordinates"": [7.569091593014135, 47.547715466281204]}",Neubad,Tagesstruktur,TS Neubad,,,Leitung Tagesstruktur,,Kaltbrunnen-Promenade,95,4054,Basel,+41 61 208 51 28,,,moritz.kistenmacher@robi-spiel-aktionen.ch,,2609821.759000/1266340.815000,47.5477154663,7.56909159301,0.0,0.0,0
"47.5401979376,7.59489999702","{""type"": ""Point"", ""coordinates"": [7.594899997015455, 47.54019793757593]}",Thierstein,Tagesstruktur,TS Thierstein,,,Leitung Tagesstruktur,,J.J.Balmer-Strasse,9,4053,Basel,+41 61 208 51 83,,,stephan.stocker@bs.ch,,2611766.266000/1265508.485000,47.5401979376,7.59489999702,0.1,1.3000000000000003,0
"47.5634278593,7.60640146944","{""type"": ""Point"", ""coordinates"": [7.606401469435401, 47.56342785932665]}",Allgemeine Gewerbeschule,Tagesstruktur,Mensa AGS,,,,,Vogelsangstrasse,15,4058,Basel,,,,,,2612626.721000/1268093.159000,47.5634278593,7.60640146944,0.0,0.30000000000000004,0
"47.563214521,7.60765090245","{""type"": ""Point"", ""coordinates"": [7.607650902454409, 47.56321452102811]}",Vogelsang,Tagesstruktur,TS Vogelsang,,,Leitung Tagesstruktur,,Schwarzwaldallee,107,4058,Basel,+41 79 461 04 94,,,monika.burger@bs.ch,,2612720.801000/1268069.639000,47.563214521,7.60765090245,0.0,0.30000000000000004,0
"47.5684430638,7.62658006015","{""type"": ""Point"", ""coordinates"": [7.626580060146422, 47.56844306378458]}",Drei Linden,Tagesstruktur,TS Drei Linden,,,Leitung Tagesstruktur,,Zu den drei Linden,90,4058,Basel,+41 79 274 34 32,,,rolf.dobler@bs.ch,,2614143.980000/1268654.220000,47.5684430638,7.62658006015,0.0,0.0,0
"47.5673695995,7.62683767945","{""type"": ""Point"", ""coordinates"": [7.626837679446458, 47.56736959948539]}",Bäumlihof,Tagesstruktur,TS Bäumlihof,,,Tagessrukturleitung,,Zu den drei Linden,80,4058,Basel,+41 79 274 31 12,,,michele.schwab@bs.ch,Bauprojekt_Schulraum_3971.pdf,2614163.651000/1268534.909000,47.5673695995,7.62683767945,0.0,0.0,0
"47.5614715305,7.56168861292","{""type"": ""Point"", ""coordinates"": [7.561688612919879, 47.56147153047235]}",Wasgenring,Sekundarschule,Wasgenring Süd,,,Schulleitung,,Welschmattstrasse,30,4055,Basel,+41 61 385 90 20,+41 61 385 90 25,http://www.sek-wasgenring.ch,sek.wasgenring@bs.ch,Bauprojekt_Schulraum_616.pdf,2609262.082000/1267869.437000,47.5614715305,7.56168861292,0.0,0.0,0
"47.5659303252,7.58095137145","{""type"": ""Point"", ""coordinates"": [7.580951371446544, 47.565930325176105]}",Vogesen,Sekundarschule,Sek Vogesen,,,Sekretariat,,St. Johanns-Ring,17,4056,Basel,+41 61 385 95 50,+41 61 385 95 55,http://www.sek-vogesen.ch,sek.vogesen@bs.ch,Bauprojekt_Schulraum_643.pdf,2610710.909000/1268367.641000,47.5659303252,7.58095137145,0.1,0.5,0
"47.5698930626,7.58177602038","{""type"": ""Point"", ""coordinates"": [7.581776020377755, 47.56989306260534]}",Volta,Primarschule,Volta,,,Sekretariat,,Wasserstrasse,40,4056,Basel,+41 61 386 89 00,+41 61 386 89 05,http://schulen.edubs.ch/ps/volta,ps.volta@bs.ch,Bauprojekt_Schulraum_644.pdf,2610772.168000/1268808.366000,47.5698930626,7.58177602038,0.0,0.6000000000000001,0
"47.5698668386,7.58947290136","{""type"": ""Point"", ""coordinates"": [7.58947290136267, 47.569866838567684]}",Dreirosen,Primarschule,Dreirosen,,,Sekretariat,,Breisacherstrasse,134,4057,Basel,+41 61 208 50 80,,http://schulen.edubs.ch/ps/dreirosen,ps.dreirosen@bs.ch,Bauprojekt_Schulraum_646.pdf,2611351.351000/1268806.529000,47.5698668386,7.58947290136,0.0,0.3,0
"47.5719625668,7.59284052972","{""type"": ""Point"", ""coordinates"": [7.592840529722919, 47.571962566772925]}",Dreirosen,Primarschule,Horburg,,,Sekretariat,,Müllheimerstrasse,180,4057,Basel,+41 61 691 00 13,,http://schulen.edubs.ch/ps/dreirosen,ps.dreirosen@bs.ch,Bauprojekt_Schulraum_647.pdf,2611604.304000/1269040.041000,47.5719625668,7.59284052972,0.8,0.6,0
"47.5789184585,7.58950991967","{""type"": ""Point"", ""coordinates"": [7.589509919674975, 47.57891845847858]}",Sandgruben,Spezialangebot,Ackermätteli,,,Sekretariat,,Rastatterstrasse,32,4057,Basel,+41 79 757 28 95,+41 61 690 90 55,http://www.sek-sandgruben.ch,sek.sandgruben@bs.ch,Bauprojekt_Schulraum_3969.pdf,2611352.212000/1269812.977000,47.5789184585,7.58950991967,0.0,0.0,0
"47.5843026463,7.59198308243","{""type"": ""Point"", ""coordinates"": [7.591983082431272, 47.58430264628842]}",Kleinhüningen,Primarschule,Kleinhüningen,,,Sekretariat,,Dorfstrasse,51,4057,Basel,+41 61 208 53 30,,http://schulen.edubs.ch/ps/kleinhueningen,ps.kleinhueningen@bs.ch,Bauprojekt_Schulraum_652.pdf,2611537.118000/1270412.001000,47.5843026463,7.59198308243,0.0,0.1,0
"47.5614223438,7.59486595467","{""type"": ""Point"", ""coordinates"": [7.594865954674511, 47.56142234379102]}",Clara,Zentrum für Brückenangebote,ZBA-Clara,,,Sekretariat,,Claragraben,59,4058,Basel,+41 61 691 51 87,,,,,2611759.029000/1267868.385000,47.5614223438,7.59486595467,0.0,0.4,0
"47.559141677,7.59692034548","{""type"": ""Point"", ""coordinates"": [7.596920345481876, 47.55914167699677]}",Theodor,Primarschule,Theodor,,,Sekretariat,,Theodorskirchplatz,3,4058,Basel,+41 61 208 54 26,,http://schulen.edubs.ch/ps/theodor,ps.theodor@bs.ch,Bauprojekt_Schulraum_641.pdf,2611914.152000/1267615.109000,47.559141677,7.59692034548,0.1,1.4000000000000004,0
"47.5611829868,7.5963667824","{""type"": ""Point"", ""coordinates"": [7.596366782404545, 47.56118298678329]}",Theodor,Primarschule,Wettstein,,,Sekretariat,,Hammerstrasse,27,4058,Basel,+41 61 208 56 31,,http://schulen.edubs.ch/ps/theodor,ps.theodor@bs.ch,Bauprojekt_Schulraum_639.pdf,2611872.035000/1267841.996000,47.5611829868,7.5963667824,0.0,0.4,0
"47.5637217303,7.60549255148","{""type"": ""Point"", ""coordinates"": [7.605492551476027, 47.56372173028146]}",Sandgruben,Allgemeine Gewerbeschule,Allgemeine Gewerbeschule,,,Sekretariat,,Vogelsangstrasse,15,4058,Basel,+41 61 695 61 11,,,,,2612558.249000/1268125.689000,47.5637217303,7.60549255148,0.0,0.0,0
"47.5674385565,7.62651886034","{""type"": ""Point"", ""coordinates"": [7.626518860343984, 47.56743855651904]}",Bäumlihof,Gymnasium,Gymnasium Bäumlihof,,,Sekretariat,,Zu den drei Linden,80,4058,Basel,+41 61 208 58 00,,,,Bauprojekt_Schulraum_656.pdf,2614139.641000/1268542.519000,47.5674385565,7.62651886034,0.0,0.0,0
"47.5470582284,7.60355739752","{""type"": ""Point"", ""coordinates"": [7.603557397516262, 47.54705822835196]}",Luftmatt,Gymnasium,Wirtschaftsgymnasium,,,Sekretariat,,Andreas Heusler-Strasse,41,4052,Basel,+41 61 375 92 00,,,wginfo@edubs.ch,Bauprojekt_Schulraum_623.pdf,2612416.490000/1266272.594000,47.5470582284,7.60355739752,0.0,0.0,0
"47.5537121514,7.60180156518","{""type"": ""Point"", ""coordinates"": [7.60180156517885, 47.5537121513906]}",Letzi,Zentrum für Brückenangebote,Letzi,,,Sekretariat,,St. Alban-Vorstadt,95,4052,Basel,+41 61 271 15 59,,,letzi.zba@edubs.ch,,2612282.779000/1267012.157000,47.5537121514,7.60180156518,0.0,1.1,0
"47.5498288302,7.59156415157","{""type"": ""Point"", ""coordinates"": [7.591564151570947, 47.54982883024361]}",De Wette,Sekundarschule,Sekundarschule De Wette,,,Sekretariat,,De Wette-Strasse,7,4051,Basel,+41 61 208 55 00,,http://www.sek-dewette.ch,sek.dewette@bs.ch,Bauprojekt_Schulraum_626.pdf,2611513.033000/1266578.833000,47.5498288302,7.59156415157,0.0,0.3,0
"47.5506002929,7.59196389921","{""type"": ""Point"", ""coordinates"": [7.591963899214345, 47.55060029293622]}",Kirschgarten,Gymnasium,Gymnasium Kirschgarten,,,Sekretariat,,Hermann Kinkelin-Strasse,10,4051,Basel,+41 61 208 57 00,,,,Bauprojekt_Schulraum_627.pdf,2611542.958000/1266664.669000,47.5506002929,7.59196389921,0.1,0.4,0
"47.5541808931,7.58722134088","{""type"": ""Point"", ""coordinates"": [7.587221340877652, 47.5541808930986]}",Leonhard,Gymnasium,Gymnasium Leonhard,,,Sekretariat,,Kohlenberg,17,4051,Basel,+41 61 267 55 33,,,gymnasium.leonhard@bs.ch,Bauprojekt_Schulraum_630.pdf,2611185.209000/1267062.107000,47.5541808931,7.58722134088,0.30000000000000004,1.0,0
"47.556072288,7.59120820536","{""type"": ""Point"", ""coordinates"": [7.591208205357334, 47.55607228801471]}",Münsterplatz,Gymnasium,Gymnasium Münsterplatz,,,Sekretariat,,Münsterplatz,15,4051,Basel,+41 61 267 88 70,,,gymnasium.muensterplatz@bs.ch,Bauprojekt_Schulraum_634.pdf,2611484.896000/1267272.981000,47.556072288,7.59120820536,0.0,0.1,0
"47.5669969195,7.62431048984","{""type"": ""Point"", ""coordinates"": [7.624310489835669, 47.566996919499374]}",Hirzbrunnen,Primarschule,Hirzbrunnen,,,Sekretariat,,Zu den drei Linden,70,4058,Basel,+41 61 208 57 50,,http://schulen.edubs.ch/ps/hirzbrunnen,ps.hirzbrunnen@bs.ch,Bauprojekt_Schulraum_657.pdf,2613973.573000/1268493.020000,47.5669969195,7.62431048984,0.0,0.0,0
"47.5672567761,7.62661330049","{""type"": ""Point"", ""coordinates"": [7.626613300491354, 47.56725677613699]}",Bäumlihof,Sekundarschule,Sek Bäumlihof,,,Sekretariat,,Zu den drei Linden,80,4058,Basel,+41 61 208 58 50,+41 61 208 58 58,http://www.sek-baeumlihof.ch,sek.baeumlihof@bs.ch,Bauprojekt_Schulraum_3971.pdf,2614146.796000/1268522.324000,47.5672567761,7.62661330049,0.0,0.0,0
"47.5710630912,7.63466275108","{""type"": ""Point"", ""coordinates"": [7.634662751078106, 47.571063091160426]}",Niederholz,Zentrum für Brückenangebote,ZBA-Niederholz,,,Sekretariat,,Niederholzstrasse,95,4125,Riehen,,,,stefan.martin@bs.ch,Bauprojekt_Schulraum_659.pdf,2614751.480000/1268947.020000,47.5710630912,7.63466275108,0.0,0.2,0
"47.5522426751,7.58385539828","{""type"": ""Point"", ""coordinates"": [7.583855398283516, 47.55224267508817]}",Peter,Kindergarten,Holbeinstrasse 54,,,Kindergarten,,Holbeinstrasse,54,4051,Basel,,,http://schulen.edubs.ch/ps/peter/kindergarten,,,2610932.249000/1266846.128000,47.5522426751,7.58385539828,0.6,1.4000000000000001,0
"47.5713925931,7.60270020806","{""type"": ""Point"", ""coordinates"": [7.602700208057652, 47.57139259305267]}",Erlenmatt,Kindergarten,Signalstrasse 29,,,Kindergarten,,Signalstrasse,29,4057,Basel,,,,,,2612346.331000/1268978.163000,47.5713925931,7.60270020806,0.0,0.0,1
"47.5397749706,7.59689707221","{""type"": ""Point"", ""coordinates"": [7.596897072209826, 47.539774970648665]}",,Zentrum für Brückenangebote,ZBA-Gundeldingen,Ulrike,Sotriffer,Standortleiterin,,Thiersteinerallee,57,4053,Basel,+41 61 208 54 54,,www.zba-basel.ch,ulrike.sotriffer@edubs.ch,,2611916.721000/1265461.756000,47.5397749706,7.59689707221,0.0,0.3,1
"47.5504514669,7.56395374232","{""type"": ""Point"", ""coordinates"": [7.563953742324967, 47.55045146686082]}",,Spielgruppe mit früher Deutschförderung,Spitzwald / Neubad,Cornelia,Steuri,,,Oberalpstrasse,73,4054,Basel,+41 61 302 13 54,,,cornelia.steuri@waldkinderbasel.ch,,2609434.500000/1266644.400000,47.5504514669,7.56395374232,0.4,0.4,0
"47.5558834015,7.61432240497","{""type"": ""Point"", ""coordinates"": [7.61432240497261, 47.555883401486625]}",,Spielgruppe mit früher Deutschförderung,Seifiblootere,Theres,Hammel,,,Zürcherstrasse,149,4052,Basel,+41 76 585 40 13,,www.seifiblootereab3.ch/,seifiblootereab3@yahoo.de,,2613224.700000/1267255.600000,47.5558834015,7.61432240497,0.3,2.0,2
"47.5490100718,7.56533855333","{""type"": ""Point"", ""coordinates"": [7.565338553328161, 47.549010071757294]}",,Spielgruppe mit früher Deutschförderung,Gartespatze,Nicole,Meneghin,,,Reiterstrasse,16,4054,Basel,+41 76 419 86 94,,,n_mene@gmx.ch,,2609539.000000/1266484.300000,47.5490100718,7.56533855333,0.0,0.4,0
"47.5672744371,7.61098857705","{""type"": ""Point"", ""coordinates"": [7.610988577047868, 47.56727443708161]}",,Spielgruppe mit früher Deutschförderung,ELCH,Barbara,Wietlisbach,,,"Ecke Riehenstrasse / im Surinam, Bau 6, 1. Stock",36,4058,Basel,+41 61 601 20 21,,www.qtp-basel.ch/elch,kuba.wietlisbach@bluewin.ch,,2612971.000000/1268521.600000,47.5672744371,7.61098857705,1.3,1.3,2
"47.5824265616,7.59266600352","{""type"": ""Point"", ""coordinates"": [7.592666003518176, 47.58242656159362]}",,Spielgruppe mit früher Deutschförderung,Marienkäfer Nuni,Nurhan,Gülden,,,Dorfstrasse,14,4057,Basel,+41 76 579 54 61,,www.spielgruppemarienkaefer.ch,nurhan.guelden@gmx.ch,,2611588.900000/1270203.500000,47.5824265616,7.59266600352,0.4,0.5,0
"47.558651176,7.57274471245","{""type"": ""Point"", ""coordinates"": [7.572744712449823, 47.55865117602496]}",,Spielgruppe mit früher Deutschförderung,Zum Burzelbaum,Nicole,Pretti,,,Schlettstadterstrasse,33,4055,Basel,+41 61 381 04 07,,,info@burzelbaum.ch,,2610094.700000/1267557.200000,47.558651176,7.57274471245,0.0,0.1,0
"47.5670266727,7.59670915453","{""type"": ""Point"", ""coordinates"": [7.596709154527509, 47.56702667272939]}",,Spielgruppe mit früher Deutschförderung,Riehenring,Susanne,Zurbrügg,,,Riehenring,129,4058,Basel,+41 79 554 55 14,,,wiesefroeschli@gmail.com,,2611896.500000/1268491.800000,47.5670266727,7.59670915453,0.1,1.2,1
"47.5598368857,7.57631519606","{""type"": ""Point"", ""coordinates"": [7.576315196055121, 47.55983688572963]}",,Spielgruppe mit früher Deutschförderung,Plappergarten,Regula,Humpierre,,,Missionsstrasse,37A,4055,Basel,+41 79 527 39 59,,www.spielgruppe-plappergarten.net,r.humpierre@bluewin.ch,,2610363.200000/1267689.500000,47.5598368857,7.57631519606,0.0,0.3,0
"47.5589871322,7.56588302861","{""type"": ""Point"", ""coordinates"": [7.565883028609226, 47.55898713221756]}",,Spielgruppe mit früher Deutschförderung,Pinocchio,Anne-Marie,Wicky-Borner,,,Bündnerstrasse,63,4055,Basel,+41 78 647 43 37,,www.wald-spielgruppe-pinocchio.ch,awickyborner@yahoo.de,,2609578.200000/1267593.700000,47.5589871322,7.56588302861,0.0,0.8999999999999999,0
"47.5926021248,7.65336461074","{""type"": ""Point"", ""coordinates"": [7.653364610736144, 47.592602124781195]}",,Spielgruppe mit früher Deutschförderung,Waldspielgruppe Troll,Marina,Aebersold,,,Lörracherstrasse,95,4125,Riehen,+41 61 641 20 83,,,martina.aebersold@gmx.ch,,2616152.200000/1271345.600000,47.5926021248,7.65336461074,0.7,1.7,1
"47.569106759,7.58796043067","{""type"": ""Point"", ""coordinates"": [7.587960430674753, 47.56910675899537]}",,Spielgruppe mit früher Deutschförderung,Wiesefröschli,Susanne,Zurbrügg,,,Andlauerstrasse,14,4057,Basel,+41 79 554 55 14,,,wiesefroeschli@gmail.com,,2611237.700000/1268721.800000,47.569106759,7.58796043067,0.4,0.8,0
"47.565842804,7.57865081126","{""type"": ""Point"", ""coordinates"": [7.578650811257218, 47.56584280404474]}",,Spielgruppe mit früher Deutschförderung,St. Johann,Ildiko,Kriemler,,,Vogesenstrasse,19,4056,Basel,+41 61 322 01 10,,www.spielgruppe-stjohann.ch/,spielgruppe-stjohann@bluewin.ch,,2610537.800000/1268357.600000,47.565842804,7.57865081126,0.0,0.30000000000000004,0
